,,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10
76,86,"0,11758575","0,511710354","0,963865716","0,742242078","0,165973918","0,83042034","1,75260591","0,466119836","0,879633326","0,226433534"
76,87,"0,50929721","0,244516696","0,518495892","1,765104648","1,192098058","0,409297218","1,627637062","1,718312784","1,204013706","0,15505127"
77,86,"0,54579851","0,505442916","1,40022573","1,779100948","1,830421686","0,237591458","0,657682846","0,050410354","0,69038564","1,628327592"
77,87,"0,284163776","0,479189054","0,388701354","1,502782036","1,629018148","1,298676696","0,906223702","0,973539614","1,783087262","1,318719748"
77,88,"1,566609258","0,365902698","0,371868744","1,767100536","0,282607416","0,44331298","0,225134154","1,807965312","1,149716344","1,744531698"
78,87,"0,743744436","0,075442908","0,967611604","1,429702772","1,142042106","1,166769354","1,10579111","1,544557802","0,447009978","1,200835554"
78,88,"1,718951952","0,208109286","0,104516532","1,002642326","1,687517214","1,62252114","1,745004446","1,893320238","0,583455748","1,304494264"
78,89,"0,087935144","0,37351059","1,729888946","1,087140516","0,494630496","1,679735346","0,757635672","1,087156432","1,597625046","0,950816396"
79,88,"1,405919244","1,419307914","0,2952321","0,965138364","1,111468388","1,544496624","0,361603304","1,876991","0,53891632","0,88677607"
79,89,"0,095367902","0,869037366","1,167884846","0,87340468","1,087277312","0,873450562","1,18314765","1,925540994","0,780004","0,672691282"
79,90,"0,921905978","1,455918758","1,00106398","1,785730096","1,029259926","0,016214476","0,678314978","0,653288912","0,567680494","1,352382372"
80,89,"1,365669302","1,444403564","0,868994324","0,227220786","1,203308794","0,037186336","1,805654768","0,909682582","0,231442436","0,693158696"
80,90,"1,182755048","0,44632775","0,987096536","1,609916134","1,521407002","0,769215396","0,806901332","1,363986248","0,715271772","0,72752996"
81,91,"1,39712793","0,314322692","0,862022278","1,789659734","1,801100052","1,661387546","0,675563478","0,219789192","1,99752676","1,681765616"
81,92,"0,402454518","1,19483395","0,77119989","0,994358518","0,439766092","0,236296956","1,945936152","0,412302224","1,792886746","0,182631202"
82,91,"0,30565606","0,212937908","1,574581146","0,66194483","0,230659994","0,273903656","1,773980674","1,06761321","1,604891498","0,239529148"
82,92,"0,068688516","1,95387833","1,260872198","1,161576974","0,563786618","1,350299346","0,812275944","0,209645322","0,685746572","1,859070946"
82,93,"0,923101214","0,755582622","1,080517934","0,90464611","0,567794502","0,970209742","0,350959848","0,11805917","0,442031288","0,648002322"
83,92,"1,681938084","1,93345077","0,180838598","0,789730778","1,94752596","0,724436648","1,392416714","1,40610352","0,788595754","0,015369956"
83,93,"0,63212762","0,659349002","1,541474214","1,344237848","1,114085122","1,050072146","1,829164648","1,326796326","0,125364194","0,212545306"
83,94,"0,46059166","0,975343086","0,14300513","1,191234114","1,792505474","1,65358043","0,7695269","1,459918254","0,489821812","0,20093093"
84,93,"1,41878808","0,274673792","1,4398185","1,636990808","1,024379516","0,783107386","1,460101676","0,14235914","1,529454128","0,842804074"
84,94,"0,939820888","0,419677472","1,618984836","1,098150688","1,775705296","0,970593066","0,269297094","0,601652632","0,390125728","0,65207563"
84,95,"1,443411008","0,114662892","0,172123018","0,029729064","0,855115576","1,499306882","1,62779471","1,96790069","1,215149632","1,28558113"
85,94,"0,493776654","1,118513058","1,632122846","1,720982544","0,410478458","0,392598472","0,590660486","1,587595884","0,08336565","1,952508148"
85,95,"0,486285528","0,478865302","0,514520382","1,915718872","1,526798734","0,625892874","0,42780404","1,51718949","0,128625896","1,497222656"
85,96,"1,298238836","1,754763938","1,805847022","1,29304188","0,314206996","1,754906618","0,567872384","1,46560422","0,438617018","1,269148138"
86,95,"1,987348068","1,167255952","0,442634162","0,172005074","0,56164003","0,166333238","1,051458516","1,811431736","0,97065648","1,834698786"
86,96,"0,547539046","0,62581564","1,062608218","0,295282818","0,355341594","1,014762962","1,654071232","1,196779932","1,886723934","1,663881462"
86,97,"1,706801408","1,97421428","1,19837379","1,755231378","0,795759318","0,292845724","1,699724978","1,357449054","0,281164044","0,77348765"
87,96,"1,368218956","1,8075531","0,127494208","1,94100651","0,42305402","1,643481454","1,539044414","0,09484291","0,296734036","0,428648046"
87,97,"0,289566436","0,13131394","1,973215274","0,438728854","0,245324232","1,428199542","0,197992542","0,777668664","0,524065988","1,944672552"
87,98,"0,219651052","0,358293632","0,789628776","0,995007166","1,319763782","0,48463063","1,188617224","0,497815802","1,382428404","1,746080206"
88,97,"1,831462606","0,952387698","1,991226704","0,010418224","0,336326438","0,2964901","1,543974216","1,689897042","1,251898424","1,870039294"
88,98,"1,556771396","1,028178358","0,768975892","0,369534444","1,535255566","0,209578752","0,675975444","1,443609852","1,949384356","1,502717438"
88,99,"1,978638728","1,94481836","0,78957667","0,815559824","0,334870632","0,099070818","1,820205032","0,960238256","1,498372348","0,251048946"
89,98,"1,081841424","1,372711176","1,043384394","0,4853023","1,457991566","0,953796544","0,703444382","1,765002276","0,290080382","1,084422504"
89,99,"0,052235844","0,088794488","0,039056742","1,886404036","1,548353382","1,12312434","0,394039112","1,541852874","1,749389856","0,14804809"
89,100,"1,50597918","1,154651048","0,772648494","0,951145366","1,720149158","0,49159914","0,173080662","0,655652302","0,238797192","1,335769892"
90,99,"1,427869558","0,208212998","0,148648472","1,160901728","1,375963698","0,109198054","0,738611922","0,637661952","0,39631917","1,096526712"
90,100,"1,96425452","1,247775902","1,24561731","1,171715692","0,97865145","0,033966176","1,725167308","0,431283038","0,025931048","1,339863466"
